"root","file","ra","dec","srcid","msamet","slitid","grating","exptime","wmin","wmax","sn50","flux50","ctime","version","References","nRef","zfit","z","grade","reviewer","comment","thumb","slit_thumb","FITS","fnu","flam","has_v3","flam_v3"
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_b236.spec.fits","3.52939331","-30.34488225","236","jw08204001001_01_msa.fits","236","PRISM_CLEAR","2188.3","0.55","5.5","1.3","0.157","2025-11-06 14:43:51.069","0.9.13.dev13+g833a53735","-","0","0.2946","0.2946","2","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_57506.spec.fits","3.54824516","-30.34530438","57506","jw08204001001_01_msa.fits","158","PRISM_CLEAR","2188.3","0.55","5.5","2.3","0.154","2025-11-06 14:09:54.980","0.9.13.dev13+g833a53735","-","0","3.4834","3.4834","3","GBr","low EW lines","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_38631.spec.fits","3.56168703","-30.37638766","38631","jw08204001001_01_msa.fits","132","PRISM_CLEAR","2188.3","0.55","5.5","1.8","0.154","2025-11-06 14:43:25.301","0.9.13.dev13+g833a53735","-","0","2.5473","2.5473","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_38631.spec.fits","3.56168703","-30.37638766","38631","jw08204001001_01_msa.fits","132","G235M_F170LP","35013.3","1.6","4.51","0.6","0.152","2025-11-06 14:43:40.065","0.9.13.dev13+g833a53735","-","0","2.5432","2.5432","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_38631 z=2.5473","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_34482.spec.fits","3.58685359","-30.38225749","34482","jw08204001001_01_msa.fits","22","G395M_F290LP","8753.3","2.69","5.5","0.8","0.15","2025-11-06 14:24:03.467","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_57414.spec.fits","3.5918375","-30.34544625","57414","jw08204001001_01_msa.fits","6","G395M_F290LP","8753.3","2.69","5.5","0.5","0.141","2025-11-06 14:23:26.795","0.9.13.dev13+g833a53735","-","0","5.0174","5.0174","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_57414 z=5.0139","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_37165.spec.fits","3.54963264","-30.37844575","37165","jw08204001001_01_msa.fits","144","G395M_F290LP","8753.3","2.69","5.5","0.6","0.137","2025-11-06 14:41:35.893","0.9.13.dev13+g833a53735","-","0","3.7443","3.7443","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_37165 z=3.7444","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_29024.spec.fits","3.5896569","-30.39434864","29024","jw08204001001_01_msa.fits","7","G235M_F170LP","35013.3","1.61","3.56","0.6","0.13","2025-11-06 14:20:07.005","0.9.13.dev13+g833a53735","JRi20  z=3.975","1","3.983","3.983","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_29024 z=3.9887","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_50253.spec.fits","3.58421332","-30.35850463","50253","jw08204001001_01_msa.fits","42","PRISM_CLEAR","2188.3","0.55","5.5","1.7","0.13","2025-11-06 14:21:10.056","0.9.13.dev13+g833a53735","-","0","3.0653","3.0653","2","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_29024.spec.fits","3.5896569","-30.39434864","29024","jw08204001001_01_msa.fits","7","G395M_F290LP","8753.3","2.69","5.5","0.5","0.129","2025-11-06 14:20:00.937","0.9.13.dev13+g833a53735","JRi20  z=3.975","1","3.983","3.983","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_29024 z=3.9887","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_53409.spec.fits","3.54659392","-30.35315436","53409","jw08204001001_01_msa.fits","163","G235M_F170LP","35013.3","1.61","4.58","0.8","0.125","2025-11-06 14:11:06.299","0.9.13.dev13+g833a53735","-","0","3.6784","3.6784","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_53409 z=3.6804","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_34740.spec.fits","3.54248006","-30.38402581","34740","jw08204001001_01_msa.fits","170","G395M_F290LP","8753.3","2.69","5.5","0.6","0.123","2025-11-06 13:57:05.232","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","3.9654","3.9654","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_34740 z=3.9698","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_23608.spec.fits","3.542815","-30.380646","23608","jw08204001001_01_msa.fits","167","G395M_F290LP","8753.3","2.69","5.5","1","0.119","2025-11-06 14:45:26.732","0.9.13.dev13+g833a53735","RNa24  z=5.792","1","5.7928","5.7928","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_23608 z=5.7997","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_34740.spec.fits","3.54248006","-30.38402581","34740","jw08204001001_01_msa.fits","170","G235M_F170LP","35013.3","1.61","4.58","0.7","0.119","2025-11-06 13:57:14.044","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","3.9654","3.9654","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_34740 z=3.9698","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_50743.spec.fits","3.58789659","-30.35755482","50743","jw08204001001_01_msa.fits","24","PRISM_CLEAR","2188.3","0.55","5.5","1.5","0.113","2025-11-06 14:10:50.192","0.9.13.dev13+g833a53735","-","0","2.5636","2.5636","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_37165.spec.fits","3.54963264","-30.37844575","37165","jw08204001001_01_msa.fits","144","PRISM_CLEAR","2188.3","0.55","5.5","1.4","0.112","2025-11-06 14:41:29.549","0.9.13.dev13+g833a53735","-","0","3.6273","3.7444","3","GBr","lines in grating","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_60010.spec.fits","3.54701294","-30.37528773","60010","jw08204001001_01_msa.fits","154","G235M_F170LP","35013.3","1.61","4.58","0.9","0.112","2025-11-06 14:55:01.129","0.9.13.dev13+g833a53735","-","0","3.521","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_59773.spec.fits","3.55093026","-30.34041486","59773","jw08204001001_01_msa.fits","147","PRISM_CLEAR","2188.3","0.55","5.15","1.3","0.111","2025-11-06 14:07:01.729","0.9.13.dev13+g833a53735","-","0","2.5647","2.5647","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_50253.spec.fits","3.58421332","-30.35850463","50253","jw08204001001_01_msa.fits","42","G395M_F290LP","8753.3","2.77","5.5","0.4","0.111","2025-11-06 14:21:15.892","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_53409.spec.fits","3.54659392","-30.35315436","53409","jw08204001001_01_msa.fits","163","G395M_F290LP","8753.3","2.69","5.5","0.6","0.109","2025-11-06 14:10:55.280","0.9.13.dev13+g833a53735","-","0","3.6778","3.6778","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_53409 z=3.6804","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b36.spec.fits","3.58613582","-30.35986774","36","jw08204001001_01_msa.fits","36","G395M_F290LP","8753.3","2.69","5.5","1.2","0.109","2025-11-06 14:50:08.571","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_50743.spec.fits","3.58789659","-30.35755482","50743","jw08204001001_01_msa.fits","24","G395M_F290LP","8753.3","2.69","5.5","0.4","0.107","2025-11-06 14:10:56.576","0.9.13.dev13+g833a53735","-","0","2.5581","2.5581","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_50743 z=2.5636","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_36343.spec.fits","3.53402631","-30.379538","36343","jw08204001001_01_msa.fits","220","G235M_F170LP","35013.3","1.61","4.58","0.4","0.106","2025-11-06 15:11:44.527","0.9.13.dev13+g833a53735","-","0","3.4718","3.4718","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_36343 z=3.4704","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_60010.spec.fits","3.54701294","-30.37528773","60010","jw08204001001_01_msa.fits","154","G395M_F290LP","8753.3","2.69","5.5","0.8","0.105","2025-11-06 14:54:51.733","0.9.13.dev13+g833a53735","-","0","3.5053","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_55358.spec.fits","3.56447982","-30.35021847","55358","jw08204001001_01_msa.fits","128","PRISM_CLEAR","2188.3","2.76","5.5","0.9","0.105","2025-11-06 14:30:19.069","0.9.13.dev13+g833a53735","-","0","4.3115","4.3115","1","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b155.spec.fits","3.54660789","-30.38124003","155","jw08204001001_01_msa.fits","155","G395M_F290LP","8753.3","2.69","5.5","0.5","0.103","2025-11-06 14:01:03.915","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_31269.spec.fits","3.59086779","-30.38825364","31269","jw08204001001_01_msa.fits","2","G395M_F290LP","8753.3","2.69","5.5","0.5","0.103","2025-11-06 15:00:42.943","0.9.13.dev13+g833a53735","-","0","3.4702","3.4702","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_31269 z=3.4771","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_27389.spec.fits","3.53326494","-30.39521111","27389","jw08204001001_01_msa.fits","219","G235M_F170LP","35013.3","1.61","4.58","0.7","0.102","2025-11-06 14:45:54.036","0.9.13.dev13+g833a53735","-","0","2.5833","2.5833","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_27389 z=2.5829","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_36343.spec.fits","3.53402631","-30.379538","36343","jw08204001001_01_msa.fits","220","G395M_F290LP","8753.3","2.69","5.5","0.4","0.102","2025-11-06 15:11:39.047","0.9.13.dev13+g833a53735","-","0","3.4709","3.4709","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_36343 z=3.4704","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_23608.spec.fits","3.542815","-30.380646","23608","jw08204001001_01_msa.fits","167","PRISM_CLEAR","2188.3","0.55","5.5","2.5","0.102","2025-11-06 14:45:15.004","0.9.13.dev13+g833a53735","RNa24  z=5.792","1","5.7997","5.7997","3","GBr","broadened Halpha","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_52654.spec.fits","3.58765778","-30.35491042","52654","jw08204001001_01_msa.fits","30","G235M_F170LP","35013.3","1.6","3.74","0.3","0.098","2025-11-06 13:52:38.282","0.9.13.dev13+g833a53735","-","0","3.5505","3.5505","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_52654 z=3.5484","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_39831.spec.fits","3.58530823","-30.37468319","39831","jw08204001001_01_msa.fits","38","G235M_F170LP","35013.3","1.61","3.76","0.7","0.097","2025-11-06 15:10:53.256","0.9.13.dev13+g833a53735","-","0","3.4088","3.4088","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_39831 z=3.4038","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_32053.spec.fits","3.58753247","-30.38685387","32053","jw08204001001_01_msa.fits","18","G395M_F290LP","8753.3","2.69","5.5","0.4","0.097","2025-11-06 15:00:35.379","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","6.3233","6.3233","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_32053 z=6.3253","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_27389.spec.fits","3.53326494","-30.39521111","27389","jw08204001001_01_msa.fits","219","G395M_F290LP","8753.3","2.69","5.5","0.6","0.096","2025-11-06 14:45:39.244","0.9.13.dev13+g833a53735","-","0","2.5838","2.5838","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_27389 z=2.5829","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_29024.spec.fits","3.5896569","-30.39434864","29024","jw08204001001_01_msa.fits","7","PRISM_CLEAR","2188.3","0.55","5.5","1.1","0.096","2025-11-06 14:19:55.169","0.9.13.dev13+g833a53735","JRi20  z=3.975","1","3.9887","3.9887","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_45372.spec.fits","3.54285968","-30.37295774","45372","jw08204001001_01_msa.fits","171","G235M_F170LP","35013.3","1.61","4.58","0.6","0.096","2025-11-06 14:41:31.073","0.9.13.dev13+g833a53735","-","0","2.6079","2.6079","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_45372 z=2.6070","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_48580.spec.fits","3.54323162","-30.36141455","48580","jw08204001001_01_msa.fits","173","G395M_F290LP","8753.3","2.69","5.5","0.5","0.095","2025-11-06 13:53:20.602","0.9.13.dev13+g833a53735","-","0","3.4691","3.4691","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_48580 z=3.4677","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_b155.spec.fits","3.54660715","-30.38125471","155","jw08204001001_01_msa.fits","155","PRISM_CLEAR","2188.3","0.55","5.5","1.6","0.095","2025-11-06 14:00:58.715","0.9.13.dev13+g833a53735","-","0","1.0748","1.0748","2","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_34740.spec.fits","3.54248006","-30.38402581","34740","jw08204001001_01_msa.fits","170","PRISM_CLEAR","2188.3","0.55","5.5","1.4","0.094","2025-11-06 13:56:58.996","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","3.9698","3.9698","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b155.spec.fits","3.54660789","-30.38124003","155","jw08204001001_01_msa.fits","155","G235M_F170LP","35013.3","1.61","4.58","0.6","0.093","2025-11-06 14:01:12.423","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_52465.spec.fits","3.54265576","-30.35462893","52465","jw08204001001_01_msa.fits","177","G235M_F170LP","35013.3","1.6","4.58","0.7","0.092","2025-11-06 14:37:03.743","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","4.4787","4.4787","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_52465 z=4.4809","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_27389.spec.fits","3.53326494","-30.39521111","27389","jw08204001001_01_msa.fits","219","PRISM_CLEAR","2188.3","0.55","5.5","1.5","0.091","2025-11-06 14:45:32.448","0.9.13.dev13+g833a53735","-","0","2.5829","2.5829","3","GBr","low EW lines","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_41225.spec.fits","3.533994","-30.353308","41225","jw08204001001_01_msa.fits","222","G395M_F290LP","8753.3","2.69","5.23","0.6","0.091","2025-11-06 14:07:09.793","0.9.13.dev13+g833a53735","RNa24  z=N/A ;  DKo24  z=6.760 ;  ILa23  z=N/A","3","6.7674","6.7674","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_41225 z=6.7732","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b65.spec.fits","3.57620596","-30.38985953","65","jw08204001001_01_msa.fits","65","G395M_F290LP","8753.3","2.69","5.5","0.3","0.09","2025-11-06 14:22:49.920","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_57414.spec.fits","3.5918375","-30.34544625","57414","jw08204001001_01_msa.fits","6","PRISM_CLEAR","2188.3","0.55","5.5","1.2","0.088","2025-11-06 14:23:13.751","0.9.13.dev13+g833a53735","-","0","5.0139","5.0139","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_31011.spec.fits","3.58710401","-30.38876579","31011","jw08204001001_01_msa.fits","20","G395M_F290LP","8753.3","2.69","5.5","0.6","0.087","2025-11-06 14:47:51.479","0.9.13.dev13+g833a53735","JRi20  z=4.301 ;  RNa24  z=N/A","2","4.2943","4.2943","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_31011 z=4.2919","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_60010.spec.fits","3.54701294","-30.37528773","60010","jw08204001001_01_msa.fits","154","PRISM_CLEAR","2188.3","0.55","5.5","1.8","0.087","2025-11-06 14:54:45.297","0.9.13.dev13+g833a53735","-","0","3.4162","3.4162","3","GBr","No lines but looks like a break","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_52465.spec.fits","3.54265576","-30.35462893","52465","jw08204001001_01_msa.fits","177","PRISM_CLEAR","2188.3","0.55","5.5","1.5","0.087","2025-11-06 14:36:48.619","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","4.4809","4.4809","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_29170.spec.fits","3.57339736","-30.39204506","29170","jw08204001001_01_msa.fits","84","G395M_F290LP","8753.3","2.69","5.5","0.3","0.087","2025-11-06 13:55:11.009","0.9.13.dev13+g833a53735","-","0","3.5727","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_28397.spec.fits","3.54149479","-30.39345842","28397","jw08204001001_01_msa.fits","174","G395M_F290LP","8753.3","2.69","5.5","0.6","0.087","2025-11-06 15:28:02.766","0.9.13.dev13+g833a53735","RNa24  z=6.235","1","6.2367","6.2367","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_28397 z=6.2397","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_31269.spec.fits","3.59086779","-30.38825364","31269","jw08204001001_01_msa.fits","2","G235M_F170LP","35013.3","1.61","3.54","0.6","0.086","2025-11-06 15:00:49.627","0.9.13.dev13+g833a53735","-","0","3.472","3.472","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_31269 z=3.4771","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b65.spec.fits","3.57620596","-30.38985953","65","jw08204001001_01_msa.fits","65","G235M_F170LP","35013.3","1.61","4","0.4","0.086","2025-11-06 14:22:58.696","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_34412.spec.fits","3.54911602","-30.38266091","34412","jw08204001001_01_msa.fits","146","PRISM_CLEAR","2188.3","0.55","5.5","1.5","0.086","2025-11-06 14:09:33.176","0.9.13.dev13+g833a53735","-","0","3.4793","3.4794","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_39831.spec.fits","3.58530823","-30.37468319","39831","jw08204001001_01_msa.fits","38","G395M_F290LP","8753.3","2.69","5.5","0.5","0.086","2025-11-06 15:10:48.140","0.9.13.dev13+g833a53735","-","0","3.4094","3.4094","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_39831 z=3.4038","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_32053.spec.fits","3.58753247","-30.38685387","32053","jw08204001001_01_msa.fits","18","G235M_F170LP","35013.3","1.61","3.65","0.5","0.086","2025-11-06 15:00:42.239","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","6.3223","6.3223","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_32053 z=6.3253","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_35716.spec.fits","3.57106674","-30.38044403","35716","jw08204001001_01_msa.fits","88","G395M_F290LP","8753.3","2.69","5.5","0.4","0.085","2025-11-06 14:59:28.047","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_37060.spec.fits","3.5890642","-30.37841535","37060","jw08204001001_01_msa.fits","14","G395M_F290LP","8753.3","2.69","5.5","0.4","0.085","2025-11-06 13:59:08.716","0.9.13.dev13+g833a53735","-","0","3.7374","3.7374","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_37060 z=3.7359","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_49809.spec.fits","3.52530139","-30.35922336","49809","jw08204001001_01_msa.fits","249","G395M_F290LP","8753.3","2.69","5.5","0.4","0.083","2025-11-06 14:46:37.464","0.9.13.dev13+g833a53735","-","0","4.3729","4.3729","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_49809 z=4.3837","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_52547.spec.fits","3.56314759","-30.35467632","52547","jw08204001001_01_msa.fits","131","PRISM_CLEAR","2188.3","0.55","5.5","0.8","0.083","2025-11-06 13:51:27.786","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","3.9648","3.9648","3","GBr","lucky guess","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_45372.spec.fits","3.54285968","-30.37295774","45372","jw08204001001_01_msa.fits","171","G395M_F290LP","8753.3","2.69","5.5","0.4","0.082","2025-11-06 14:41:21.585","0.9.13.dev13+g833a53735","-","0","2.6065","2.6065","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_45372 z=2.6070","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_59773.spec.fits","3.55093026","-30.34041486","59773","jw08204001001_01_msa.fits","147","G395M_F290LP","8753.3","2.69","5.5","0.5","0.082","2025-11-06 14:07:09.093","0.9.13.dev13+g833a53735","-","0","2.6014","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b236.spec.fits","3.52939405","-30.34486757","236","jw08204001001_01_msa.fits","236","G235M_F170LP","35013.3","1.61","4.58","0.3","0.081","2025-11-06 14:44:03.989","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b211.spec.fits","3.53830101","-30.34055461","211","jw08204001001_01_msa.fits","211","G395M_F290LP","8753.3","2.69","5.5","0.4","0.081","2025-11-06 14:09:52.284","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_36343.spec.fits","3.53402631","-30.379538","36343","jw08204001001_01_msa.fits","220","PRISM_CLEAR","2188.3","0.55","5.5","0.9","0.079","2025-11-06 15:11:35.219","0.9.13.dev13+g833a53735","-","0","3.4883","3.4704","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_23608.spec.fits","3.542815","-30.380646","23608","jw08204001001_01_msa.fits","167","G235M_F170LP","35013.3","1.61","4.58","0.8","0.076","2025-11-06 14:45:36.244","0.9.13.dev13+g833a53735","RNa24  z=5.792","1","5.7928","5.7928","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_23608 z=5.7997","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_48580.spec.fits","3.54323162","-30.36141455","48580","jw08204001001_01_msa.fits","173","G235M_F170LP","35013.3","1.61","4.58","0.4","0.075","2025-11-06 13:53:30.901","0.9.13.dev13+g833a53735","-","0","3.4697","3.4697","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_48580 z=3.4677","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_29170.spec.fits","3.57339736","-30.39204506","29170","jw08204001001_01_msa.fits","84","G235M_F170LP","35013.3","1.61","4.09","0.4","0.073","2025-11-06 13:55:18.813","0.9.13.dev13+g833a53735","-","0","3.5226","3.5226","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_29170 z=3.5239","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_b65.spec.fits","3.57620523","-30.38987421","65","jw08204001001_01_msa.fits","65","PRISM_CLEAR","2188.3","0.55","5.5","1","0.073","2025-11-06 14:22:39.792","0.9.13.dev13+g833a53735","-","0","0.8976","0.8976","2","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_52465.spec.fits","3.54265576","-30.35462893","52465","jw08204001001_01_msa.fits","177","G395M_F290LP","8753.3","2.69","5.5","0.5","0.072","2025-11-06 14:36:54.967","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","4.4779","4.4779","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_52465 z=4.4809","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b236.spec.fits","3.52939405","-30.34486757","236","jw08204001001_01_msa.fits","236","G395M_F290LP","8753.3","2.69","5.5","0.2","0.072","2025-11-06 14:43:55.749","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_36294.spec.fits","3.5513397","-30.37956585","36294","jw08204001001_01_msa.fits","137","G395M_F290LP","8753.3","2.69","5.5","0.3","0.069","2025-11-06 14:21:24.264","0.9.13.dev13+g833a53735","-","0","3.7478","3.7478","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_36294 z=3.7444","","","FITS   d2d","","","0",""
